18,"200kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,475000.00
19,"250kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,490000.00
20,"300kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,510000.00
21,"350kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,635000.00
22,"400kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,740000.00
23,"450kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,775000.00
24,"500kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu,Dyn11",,1,970000.00
25,"40kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,156000.00
26,"125kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,198000.00
27,"200kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,265000.00
28,"250kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,298000.00
29,"300kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,402000.00
30,"350kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,481000.00
31,"400kVA, K13, Dry Type, Dyn11, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Al. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Al.,Dyn11",,1,545000.00
32,"100kVA, K4, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K4,Cu.,Dzn0",,1,245000.00
33,"200kVA, K4, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K4,Cu.,Dzn0",,1,410000.00
34,"250kVA, K4, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K4,Cu.,Dzn0",,1,430000.00
35,"300kVA, K4, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K4,Cu.,Dzn0",,1,475000.00
36,"350kVA, K4, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K4,Cu.,Dzn0",,1,595000.00
37,"400kVA, K4, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K4,Cu.,Dzn0",,1,635000.00
38,"100kVA, K13, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu.,Dzn0",,1,265000.00
39,"200kVA, K13, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu.,Dzn0",,1,435000.00
40,"250kVA, K13, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu.,Dzn0",,1,475000.00
41,"300kVA, K13, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu.,Dzn0",,1,495000.00
42,"350kVA, K13, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu.,Dzn0",,1,645000.00
43,"400kVA, K13, Dry Type, Dzn0, 415V/415V, 50Hz , Delta/Star, Isolation Transformer,Class of Insulation : H, Cu. WINDING, 200% Ne Size, with Temp sensor, With Manual Soft Starter",CSE Power / Magnetic,"K13,Cu.,Dzn0",,1,715000.00
